user_id,track_id,plays
4,1BscZ2HLq6kgQwBmRmO8mq,14
4,0ptvpLBPE7M1kGKKhlXUg1,18
4,1wsRitfRRtWyEapl0q22o8,15
4,6h42EOe5gAnvMehjTXzltJ,15
4,3pQx6gCmnYmDCJxV3yH0un,1
4,5of3PSyg5wOnMjEXxISjqK,5
4,1nYzjrdVQ8RpF93M0jPFW7,12
4,6ZZw6vR15Tg59f7fl9NZ4X,19
4,6UzC2KDdfl9DQgtLKJFL8M,5
4,44q2gIkQ7UojNWV905Svfq,2
4,1TlchpKtkmZdYmzWWU569Y,1
4,6gpcs5eMhJwax4mIfKDYQk,6
4,4uUG5RXrOk84mYEfFvj3cK,9
4,3cgiI7Llryl95XQTAjlVSY,15
4,6ECXghsnWoGD85eOcuPWUX,7
4,1m1H95WBClrt9286hxVryw,13
4,0QV3swr7L8MZr72lL2izV1,15
4,6NhwO55J3ziez6dwyGF9XF,8
4,7qibGVhkRyQ4kgYwzZu7iG,12
4,3Qj5PG9R07UbNMbaMNpKYd,4
4,0FkloQbDAl1xjM1UC2jBIN,19
4,3rVBHSHxRTYTvSplO6CmZ0,12
4,0KCSJzsQVxkloxoT7dyrqV,7
4,1q0PYXTbDsirp2l74ng6pn,12
5,4tyD9sivpD8NGM8KEEabAl,14
5,3D0DKHqbGd5CDmay4uhDWm,4
5,2al5JHXAmtldfEQ3iIIUMH,1
5,1HiJ7iacnc1kFWHpc3HRoU,5
5,7AsYl5LgI6yHEGNnXZYQO4,15
5,4VY1gqGrmHm1slHOHKOdU5,13
5,4r53usGeVPzb1fKUUSxN1w,18
5,34LfKSiRgJbMDVT99DQwfI,11
5,2kbxGCtWSV0f1ON720Bd4O,16
5,7n84JnxvDiyrIVMvRpZmpe,7
5,2u96akbqgCRtkjfLMYrgZo,9
5,0393PMIQFV9pewSmxoWwXw,5
5,2sPqUJOxqQUDLkRwjMjcqs,10
5,4dgmGHatMrnAG0RZXym803,19
5,6B9lhkmdN6EjRCPwoTpjpF,10
5,2oFIvl4pywbL7EBsgBHdhx,12
5,7daBAa22M7ygDPG1oehs8o,9
5,7FTLQG7nTuajp3YziwjZmu,8
5,3kqJjJUgi7985Hj3Qng7Ch,6
5,3KqYGGXVWqWP6e7wMhcWKj,2
5,0e9DDb2TnNwSv8lV1EpMuD,13
5,67hiQr5yocRHh4fheSEzsC,4
5,5xiAkbnx5yEIF3o2GG3ako,12
5,5bwHH2PDqIljBYT7xckpqs,19
5,56T8rWR6szMJ22n5bv8DXo,11
5,2nUDYRzav0W7zsLc5jgu1o,9
5,48RTBSQO7WrVhyGAxQKuCL,1
5,2Gsare6GuBE2Ph3zJanNKl,7
5,3HqYXUR82n2uenMkhkmIYF,5
5,3T92vFz5uqaI1LPmBr6G9l,4
5,37VBOhzZyE6hhQFCBMqPX2,15
5,0eH5Dws83TLClSm9hDDhwq,3
5,0xCeGlvwV32WdwkbJKuyGW,17
5,1hZk9dktp4yRFTm0TrycuH,4
5,5AOrknyCsTI1KUBr92efWi,10
5,0sosYeHBP6O8C13IVW8YbG,6
5,7nBtvMaR4GTorkIlNlvN59,3
5,2uifvQC89qkZE7HYL2aqhg,7
5,1JqVkjt28jeJY9cL4ioboU,3
5,4osVGKGxVo1tq2JtKr35fl,7
5,0wXPE7CGCd8KKPPi9G4EA7,11
5,4Y3i8KLUx9m1Z0ChuQhCBX,5
5,0udDJIWbHhgSIbpZavxm8I,19
5,4NwFkBUg8ZTGfqZCYsXSCn,11
5,4POJVqlwX0Je0wb7xTN0Ne,3
5,0s26En1JoJhVj32vizElpA,14
5,1vjAIuP4S2FgoFJdqSwXYV,17
5,2VDkE9sdVpQAgEqH5fvTMV,16
5,7rwe8s6fObqAZMRE2B1Tup,14
5,242veX8fdO598GiPJMTCl5,10
6,0VN55mOlVabQMlL8miBsno,13
6,4dNHosV5bsQ3HSCTt5RUgO,19
6,0yJYYdWIQ0VR1Zz4CAweO7,16
6,1j65QR3h1NpddUfdMkWovc,11
6,2Zj30DnM86JYR91PAlHyRW,8
6,4H2SSeanaoeUBTMpZvait0,7
6,5DyLzEMSAwWWuAVfKhHGLh,17
6,4kd8NJrrfzzPvarSre2yAu,17
6,0BRtjY6BHMic4e901yeGil,17
6,09gysnJpfQ3ublBmJDfcEC,2
6,4MaVf2i9zDWMxNnEjWahQu,17
6,1w8F9tti9Eme96uvMt5xV5,19
6,2fYZG40vCSKNYLDt0rI2JX,18
6,2zh01m4PiHaZz4BAm0NRxs,4
6,5ih5d9WJSI7Hxz0KIPJPY2,16
6,2t7CRo3p7wm4UHnLrPyDPS,5
6,6uTb5oNK9RkTjxmh73W7MG,12
6,1LcLhonnvVifGT9H47X5Dk,16
6,0O0JxkcHhvfUBBTeunXS1s,2
6,5n66lPIb8QuuIwRJlVjGgV,8
6,7KX91rgYkAbeqDsYjVe4ec,17
6,35gD1GlDgebRaU5vJkXFF5,13
6,1O30dIgsfEueGQhvsYrtd2,2
6,2RP8Svo0pMwZXnVcmOffDw,11
6,6xfhjg8CsugU9JFCgcQPyY,15
6,7rp7NfjCrpKJeMSf96mLgs,19
6,0vpy9NZpTbjCH0HNnAhCTt,7
6,22QiTJqDn1BIRSh4mkNJ5w,13
6,7w3daSZKuzT1ANenzBkQFf,17
6,5taYc1q2cpXe2xUuZAVAr7,17
6,7wPG9nhX746x5qlnzjxl6J,7
6,0MVf7rfLjGikjdVjHkvhna,16
6,4FkMh52ydCzaPYJ8oRkQEf,15
6,6BSlsvHQiJw9XuqAAHqUrS,12
6,6y6xhAgZjvxy5kR5rigpY3,14
6,5II8S137GH5dYxLpGJ9KNz,1
6,7gNqCN4EK3B0mnklBp7EqP,2
6,5TK9W1djG2CHzFXiPWLnqS,19
6,3CgGNOsXaXWRmVu0Ki0ghX,13
6,3mTgAI0JvkBcOJCj3B9iEk,9
6,27spr4gOJgvyiGia9WYeKV,7
6,6fDNrVo5NKVinKJfBNgXXA,7
6,05WA2W5m8omNt4EZ51MZf3,4
6,6Tjr3224DVeSWdq6dXgD6A,2
6,38UKbt0qxGxnwYLGKKxyLi,14
6,4khjcb6Mpegp1N596VVyf6,14
6,2QFzn5NXgtqssepxJjmJYP,3
6,2lwi35A2ym3FAmSlvOGnQp,13
6,1571qqsBV6xQoDxpTIbOoX,7
6,58emZPKkWnCmwTXmEz1UFM,7
7,5bttUhX2smfy7urwlidPfG,5
7,4b93D55xv3YCH5mT4p6HPn,14
7,1aHRhPwlNTNdMsDcYicxb6,2
7,4gvMjEAFf64RJC2XH9j3Ls,19
7,5JbPjRk4CJCPWJPQ6SQO6K,13
7,1sl2K1g2UU1piSzjFM2Fsh,18
7,4rUawbJ9qurU9Rb3NpT4kH,3
7,07jYNYNJEzeFwbchneVXYW,4
7,7zQAFi67wrHaFY7TZhZUKY,9
7,7jQsK3UBMcr9DPZxjkZx4K,1
7,5HzHyCfkxFBbp4mZw56PUL,11
7,76HOOcFt3lKVdScmoScfz1,16
7,7GizF53H6JpwNWIEsZRuWC,16
7,3AVXwaOGCEL8cmBecfcsFJ,16
7,6bF7vDIjykeAeC706WE2KW,11
7,7jkbE3Gxpqp58m4bn5FWu7,11
7,24UxG3p1Ghtc5ejJtGBoeL,6
7,1kx5O4CQc8L1YyAEvFKlNg,8
7,0V58TmLnChjbNycM9QfFC0,17
7,2OYgoG7jqfMXsUaQfgROtw,15
7,54MnM9dYvVaV9jAZLcZu7P,12
7,0d64ZVyTAex5f4zPw6zKj5,6
7,5x0HA3Knn7oYovtUa9hPVm,15
7,1Ng0bn6LYZC80x8zEmSUDi,9
7,6gOVjoYnnnbDHGsreS0fgu,2
7,2rTdqjblildCT5EqrhVBqk,3
7,6ts6Ie41SzPSKWkHrv3t2F,19
7,075znpak3aAnxS9Klwl0Ne,9
7,030LRE8b24maUNiC9OG2FP,1
7,1vTTSc3R9vR9Vzy0FVsAV9,9
7,1UlNvM4VZu4W5Jzcw3xI5M,6
7,1YrU8ExqF04ygegVoOOoFU,7
7,6VhlABJh5uaZOpyyi5wute,6
7,3QwiidVHfeE9y5jl4n2MTC,9
7,3uOTdn5zVZeEXavs4ljxNL,6
7,4dyVncuyPcdm2Rx8eJsWkb,4
7,3geKpJNdURFqbA8OqaR7vr,12
7,0ZKtHVg8mu6GIngKP9vbhN,1
7,1Y5YQi8UfL3an5UKLZ6MVl,16
7,0tqPDe27XUfjVJQHjWufZQ,18
7,0Nr5hfFXDsBybUtUI1L4mx,17
7,0Z20dgLEdnm9vRrPbtTpD5,15
7,5oDVOrP8U5lxQIuV4814qA,18
7,6rzkGvobI2YxEtZud2lOvQ,17
7,1ZTR28M0vQ2EYniYNyuFWJ,5
7,17I9uXnRLM6Gc6bPjmuBeL,13
7,5V6lXbBmhhc6PJMe05XMOV,13
7,1fegrYOHE2jFp9V91uCAKs,3
7,3UjyPNKrGmRvwGycvLjqY6,7
7,7IrmGMCzgByMVNMpUEOIXI,9
8,5hShhnAwyvAW4BigMd1r5h,19
8,66bi3vknph0doeatlFafCa,17
8,6m1TWFMeon7ai9XLOzdbiR,4
8,1Cu7FyiLQ2qMxDVkQdAY23,12
8,4jyZ8BAopVzHdBEfZvPsc1,5
8,0qbw7v0hqrLTC7pK1A2V2S,9
8,5GMhgIyKbUlcw05h394yvl,8
8,0wF8QYlAkTO9w2qKxRr4Te,17
8,2e62x0Mhv46Zx1ph0W4B3d,16
8,7mqefVxv8ctGYoC24Y6FSg,17
8,7M6HUMTLYk36ThEK9G5QpN,13
8,0gi5wrsR5PjSKwfbcNCfqM,18
8,0lGB9TanliqW8rYVj7JusE,10
8,265B1ggk1KNJkCbIWVnH3W,8
8,5X036M7lLhwAgqUw3xaNdM,13
8,2DIWmmR9el57rtcTEYE7Eh,11
8,24UoSYXT9v3JyxJvxuKU5j,10
8,57WRIZhuHj7onrNEpuTEcD,7
8,3tZho5K24ETTOPIjliQFbe,19
8,469w8UmJYEGGMTNafmscjz,19
8,49Uwpy0Yplw7tMig8DoQDi,13
8,2SRLd3XhmyP2wwQKVRDDy4,15
8,7JotfMTs2mDoNFKSotCXHh,9
8,0eDQj41kzBhMKQIkTt6OJR,6
8,7tCeZmrIbRlykjCJKB5Hzc,7
8,24HOrMOXoDhw0s4uJVTmij,18
8,00ZyHdRmAxhS8iswmEqCTn,10
8,2IjoWKr94wfZ68TzQee4X6,13
8,1lRIjWVWWoEN1RpU8u5QPm,9
8,4ZN1ySTT4IsJPMVD1Bm9wE,10
8,02IW65kQC100srRSE5poWs,13
8,5mv3fJMtGxKUoDVv6R3gVi,8
8,4qdciGWDHMCQrXz86KMt7q,6
8,6H3kDe7CGoWYBabAeVWGiD,3
8,7HNUeqwl6zXeQ9SeiIpdTE,17
8,4p3aBt5WfldkaRaDfBcfGG,4
8,20QQAlDR9kFy2F8spu4Ns8,7
8,4cxLCVoNCjrMoaWhI1Ca4R,17
8,0w8orSWhT98lqyDvRZiyck,16
8,1oyII2Kl8GDxhYORT8sfhd,2
8,09wrW4mdaoBrOFY6KSR94h,1
8,0v0GiHc39w4lAUn9jw0qf0,11
8,42ViMZMqf5jw5u6VWch4Dg,18
8,7xiw42KTmCcqfZNCZqUcnF,5
8,2MnJy9SG0hHtP2fBEcgIaM,14
8,5owW7rEIdQkbL39wt0iEv8,14
8,3FJysGV07CUWr8trCcdR8t,3
8,7lVYx6xEvCsifzewVxU8aY,10
8,0z22YfkeibTzMulWKZD8EB,7
8,6UsQsPIPP7gjdtlISXx3F2,8
9,7p2PmcaQexuWvnaHSISBAp,11
9,1Duw58JpOUQMpaNbEGFuVQ,18
9,7djOFQprGO89J8o6OTFEzf,1
9,6GlgK0UurZQtZC0vZsWdCn,9
9,39n1y2JqVOPIdfUeLqzgfl,8
9,6qGCJLF0V7SuHTOOGUcDsv,9
9,6aGP0AAF8iLyoGdLRpuVoZ,18
9,6OG6Ua0DAqKQ4oHC5PQX0n,13
9,6qzlPYQxRzynPJEwrofjxT,7
9,6lX9u3tr5Au2bxXLdFHd91,8
9,6SHI6STEW51cQkAXBRpLNj,1
9,0A6yvUmWmoAOzHH0o1UdUj,2
9,0cpuoPpooX5pZZqzAFEEE9,6
9,2PcgMmmhIZA83kwIYEjR8f,10
9,6q0hRmeFLlRB25616BLhgy,6
9,2LXv3VrS5SDojeGNZjbGAa,11
9,2rAH5DmorvybHnY6wqFaIA,9
9,006rHBBNLJMpQs8fRC2GDe,19
9,6UzC2KDdfl9DQgtLKJFL8M,2
9,1CFOh8cEHWX5Qd6HMGZ2EV,10
9,41P3oBKAePTHgc2D9iRpQm,4
9,4r5Z0E4EGbaDni0sX4cBwG,17
9,5wld1yDuuHP2Ju8pjThmcZ,7
9,70NMmhdtffAQUCofYzLBHL,17
9,63T3O3u70cICyNxJPh3CXn,19
9,6Rkl10M1hGj0bvN3TlQ3KI,18
9,1v8QLMcGPV5vOEnHbanadJ,4
9,3etb6ZWTT5iGGXOFLLJS3Z,3
9,0UtSPZyW63m5ZHODCwhakB,13
9,2JpY6VUIdy9Nx42eOR7vao,18
9,6kD7n19O9VEYQwENniEvPi,15
9,1vv7h64yOLrdfHuTzfv9gI,7
9,2BvE8TIcnVDzhBfnHY768m,19
9,7eAm1mBCgg8iC9UIrxCe1U,9
9,2PJzQvozduq44cToUQBa0B,2
9,5SpkQpc9OyY4Tuzd7fgpXU,11
9,18YPNs20cBfgqkY8YCJlOH,14
9,1B6CyKUhKLCsmMCRqi95Is,10
9,5mvAPEp2FA2myWJAE1FYt3,13
9,0z7IeekUiNaQvmGQhsfJdl,15
9,0qAXmTUtBaQsdfUGvT4bIy,5
9,6KCqhRDiCiiUDzSIL9HD6j,12
9,5Ul8ONwcQGBNpV920D3fDF,17
9,5T6LJK7ov5m20kgEaHjqS0,6
9,2Iq6HhIquO7JKr0KfTNLzU,3
9,6piSzfRUIO5Cutz5DChf6e,3
9,6OXCzxfoAYvvMPSSu0JdHB,8
9,39J33DJuRt96XzCjGclZOU,8
9,4KMR0q5skgPUVS1e1IgCJJ,11
9,5hvAg2884QAlC5E9P30KMN,1
10,2EhQVad1MPMiBh2YkO9ejq,3
10,4zPLZspc1yODPLbeQbnHP5,16
10,6EhMjQAhbwvLp1itqS4ynh,1
10,7Cfru4vm9xtj8LgCIdt9gF,6
10,1bsSaYmy0vOUH8tux2hAYV,19
10,3UpxVxiOgDX5YYplBsEXwO,7
10,5qHYXcVvc9xsFB2uH7GpMN,2
10,1S8p6YMo8zaxRXlx1XzzgZ,17
10,43akeIFkG8wPECJHFxzREP,17
10,36XWUlUGrfZ8da2fLbnNqj,2
10,5LOmYKKXSkAeB4m2YsDJrI,9
10,2I4hVGTtVC6zl8d4vbrmbd,9
10,1IPL1636k42RpwbwY8GmJs,14
10,3ap5ws3qik9DW2gLSeHijo,6
10,55Kb9jM9W9s9axYfaZ8Op1,4
10,3gV0E3N4uOcoNsbxLkGWkp,4
10,2IT91mNej9YQQnc2CxYfdi,2
10,52jbwCmtKlxKJg8vAoyRxq,12
10,1hyO7a7BioXemywudrAufk,10
10,3dxDj8pDPlIHCIrUPXuCeG,19
10,1TDxick5QLeqBrX3GLmEuS,5
10,4h4AEqy0iBbjdlbtWvIx5O,17
10,3wm8lKhz6ocSacwIJN6sOU,13
10,7lf2yOFlJxMxBw9eJblpeO,5
10,3qwROHTOpIE3gaD4F8Go5k,14
10,7KBzs7p4IqxQ3GS06TvOwG,2
10,2nBWxgSZ79w9l6t2rUg6pl,3
10,7A7Jy2DdlkKxemKHYV0Zep,1
10,6jZO5GYGEAxrvpWfurYMUZ,18
10,4l4wZSPLrRwtIsvlq5JlG1,11
10,7ycWLEP1GsNjVvcjawXz3z,14
10,4jAvGKPgjfWAMYzyABI9rF,5
10,7McCOOQG8GQtngK2Obh0Ts,17
10,3TdTZAuDcZoZ9XnF0gTfnS,2
10,0ox0AhILvRzvOLXEAgNSdQ,7
10,6Q6FQBJSUNkMKnrt7BZo4E,3
10,4NaaF28BeO9WzjDrSS71Nz,3
10,5FfRt0NaBuDIHpRgsiCkWu,10
10,1a46OuggzTZbK5bPp8ERKy,5
10,4X27k1IArd6G1aS9wI6kzl,17
10,5wrau4O5O6FnAaMkHZd56s,10
10,1gYsDtSPAQfk7aBhQVSjd3,19
10,64q2xOrEX0Vmlmu2ywX4YG,14
10,6VRdPW2Y7g7LufDPRXmbhr,11
10,3awnZSyvKdi7rBLttHk36K,6
10,56ghsgSC9Y0MJ1yKnLFixe,18
10,01gMw6DbUQ6UHhohpWeJlg,15
10,0MUjXA4iZM5rBHZ2YmJ5iA,1
10,5vy6OsbPW9wYkJjFwUCsZT,11
10,1hhMX7QQIhBsXjFmTK7owB,16
11,7IucSWZ1lHyjRKRAP6WgYh,9
11,175CWROB4zYMQrq4LpG6FT,2
11,5NootbNcFG4J7v38c2dUFj,6
11,4IRaaCRMTNH8FWNxirMYIo,17
11,0pyjqTGLsrg1r6m5YR4tuq,18
11,5DV85kL8jwGlKT3RhAK2CZ,14
11,0BgHHbJQJyBIM9LkToWbPR,5
11,4PYtKS83Cg2UZa6rKrePyT,2
11,67Fr1dmZgEWI5zv7sE1Ywj,10
11,7I5vRLTtvXXRuYivAseKW7,6
11,3xxmjMvJsSR3L7mUOxP9QA,10
11,11RQ3DEuAZ9Tk6Uyk5FKMb,15
11,7bJupkBSXe7vcwIzhciwKY,6
11,2ilMGd1JXL1xBXz0IgZL6J,1
11,4ZSgwzgSs1QV0LuHTlNfSs,8
11,2aE0KU314ITBNJcBTG7tfm,12
11,6lmke3XxJTBC2x2tT6gMo7,13
11,2JRiwB5Yks5q0IRappnQKO,13
11,33Z21GrqIGKlxF7hrz9bLd,19
11,2uuQMp2ElQw11WBuGDQpTD,15
11,0QaFDdirIxKcsVk62hbKDo,2
11,73fFRs03s0gtjggfMW213L,6
11,2HeMAm77KsRX600I30XTFw,9
11,5KaVoEhxf1UwParyAjzHVA,3
11,2mwUxeatdTQWprp1sDx9XG,4
11,1gJrH78tBc0ymRXZiizxKx,1
11,4djhyh5HKnXys06XRnYbfU,8
11,2kNwTOVdZGCGROgAzjD1J0,14
11,7mzqPv2wTkEiDe0I2KjDIw,2
11,3QBQymMPWG45Ori4n3Ok68,18
11,2fjnkB5q2NfphBknvUH25d,14
11,4ncYRP0LXhGt3qwOWKzvPS,7
11,0naZk6fpzqAZFZg0CO9LOY,13
11,3pGjdNmcVEbSzsyv86ssvV,19
11,36xdRrXlY5PNLKEciOGWTg,7
11,66eUlx0WYK1Jc56bIinkF9,17
11,2n6qz4opcJlHsEpI8030YM,1
11,7xosrLdKPAsyfJYJh79Cle,19
11,44ehTQAdu2IxkVNKmVCGVA,7
11,6PPYJamzHewcsvHvcuiFq5,18
11,1q3kqiTC9EPN6cvmyI2uHr,12
11,7hke4o18WMJDxYpNkmYuYl,15
