track_id,artists,track_name,popularity,duration_ms,explicit,danceability,energy
7ACW42whcdOiUxiNVu7ltx,Tyler Ward,How To Lose a Girl,46,210375,False,0.7,0.454
4qTHoIp62ngNDpUJwW3hZ7,Boyce Avenue,Can’t Help Falling in Love,57,131000,False,0.402,0.197
4VbDTk82rqWqVgoQC93CkC,Andrew Belle,Dive Deep (Hushed),58,218531,False,0.507,0.378
1pG5nd6gmfbMwUfT5shDQe,Ben Woodward,When the Party's over (Acoustic Piano),51,195945,False,0.619,0.226
2WZyfujzMweFLnozyUJBkW,Augustana,Boston,63,245933,False,0.404,0.571
6gijbGNDNNJgT60Aj7UCyc,Matthew Perryman Jones,Living in the Shadows,53,212386,False,0.418,0.79
5pq4v03P5PxMcnCagg4S3Z,Boyce Avenue,In Case You Didn’t Know,60,225165,False,0.633,0.299
08OjvLnGR3M0HUhcePeMNO,Andrew Foy;Renee Foy,death bed (coffee for your head),47,112008,False,0.565,0.0392
65VhbQdqvozUntjnlFkFbZ,Kina Grannis,You Are My Sunshine,60,123609,False,0.664,0.0755
05pKAafT85jeeNhZ6kq7HT,Jason Mraz,I Won't Give Up,66,240165,False,0.585,0.303
3PG6V5yuFfo4APiovOQoRv,Ray LaMontagne;Sierra Ferrell,I Was Born To Love You,67,265843,False,0.65,0.271
5O9R57EozcpLKGQBzadPVy,Meg Birch,Only Love Can Hurt Like This,43,194194,False,0.534,0.213
6ta5yavnnEfCE4faU0jebM,Catherine Feeny,Mr Blue,54,154600,False,0.456,0.386
7BRCa8MPiyuvr2VU3O9W0F,Joshua Hyslop,Do Not Let Me Go,60,158960,False,0.409,0.234
5ZhaKUsY68U0lgREFWfoxg,Ross Copperman,Holding On And Letting Go,49,319000,False,0.502,0.53
4zcMBfbQZvBSHQBGDd6gsN,JJ Heller,You Already Know,57,214360,False,0.496,0.117
7bhHLZxkRekrNPPkEdDTbn,Ben Woodward,Believer (Remix),42,204480,False,0.585,0.724
5rwq6R0Uq0BngM3rdmCeNg,Howie Day,Collide - Acoustic Version,67,277000,False,0.582,0.253
2lxBZVbkiCXC1soks2RXwV,Ben Rector,Love Like This,61,214240,False,0.637,0.14
38YgZVHPWOWsKrsCXz6JyP,Matt Nathanson,Come On Get Higher,71,215173,False,0.672,0.623
6XrNrp7UtGgyZcHJ0ckL0w,Rachael Yamagata,"""Something In the Rain"" (Something In the Rain, Pt. 1) [Music from the Original TV Series]",49,296862,False,0.422,0.272
72R0X0h8YaxYNpegeoOl0M,Parachute,Kiss Me Slowly,61,235813,False,0.47,0.801
6R6ux6KaKrhAg2EIB2krdU,Parachute,Without You,61,228933,False,0.564,0.864
2D9w6sabdMCLSheW5aegwO,Jason Mraz,Absolutely Zero,20,339196,False,0.521,0.495
1Qo3taHLFSQpzLm5Sty7M4,Jason Mraz,Sleep All Day,22,296843,False,0.616,0.81
71M4QMn8nrok1KFVXwEEyU,Jason Mraz,You and I Both,35,218240,False,0.615,0.812
4lxGVzcUaSF5HW5jtWnShV,Eddie Vedder,Long Nights,60,151773,False,0.478,0.305
2PIlBukQ6limukVR8Ubb5o,Gabrielle Aplin,Please Don't Say You Love Me,59,181400,False,0.479,0.541
5p9XWUdvbUzmPCukOmwoU3,KT Tunstall,Suddenly I See,73,201706,False,0.587,0.767
1uSuY2qLCbx1QB7oPUVhFG,Jason Mraz,Who Needs Shelter,22,192260,False,0.514,0.569
6twvFrIoIINH8UW8EB8OnU,Jason Mraz,No Stopping Us,19,198855,False,0.646,0.836
2pelUnMKr07JjJpilj9Yew,Jason Mraz,I'll Do Anything,24,191889,False,0.57,0.711
7d0bJhpp0mCYyMXaMgWyMS,JJ Heller,Make You Feel My Love,57,171293,False,0.678,0.199
73CbJykoV6WapWGfTeRzTl,Jason Mraz,The Remedy (I Won't Worry),35,256440,False,0.589,0.867
3ixLIO5BsTmic0Pp27FaPY,Jason Mraz,Too Much Food,20,221425,False,0.626,0.926
5ZetMq21bMQN5oo4TtdOxu,Jason Mraz,The Boy's Gone,18,255047,False,0.686,0.556
73oHkllHIT8fdbzpxiXW40,Jason Mraz,"On Love, in Sadness",19,208793,False,0.56,0.832
4MihgVRpD82EZoT61GW63w,Jason Mraz,Curbside Prophet,23,214552,False,0.619,0.793
1BECZPXBXzobsfmlzj0g3I,Jason Mraz,"Tonight, Not Again - Live",19,264280,False,0.56,0.278
14vExHBkh1prEAN94wZug8,Jason Mraz,"Tonight, Not Again",18,289041,False,0.595,0.805
0fzCtVM9D5UEwiLqcY8Ouq,Eddie Vedder,Hard Sun,65,322080,False,0.438,0.827
6IF2P93LkyW4GqDQu1yS7H,Susie Suh;Robot Koch,Here with Me,55,238971,False,0.582,0.375
34dnNAUoIPcwnK0RtVMBWZ,Tyler Ward;Lindsey Stirling;Kina Grannis,The Scientist,47,276575,False,0.453,0.295
5aDpULK8MbJmHl42kR5KNI,Howie Day,Collide,56,249120,False,0.636,0.625
1fI1TMpz7FVkpoYBhmiywp,Eden Elf;Ren Avel,get better,53,111734,False,0.639,0.201
23Mcmg5O8rBKAOzxvrTjnD,Kitri,Sympathy,49,210760,False,0.69,0.423
0gVbkmFqq5fIkXtJJ3UTfM,Boyce Avenue;Rachel Grae,Let It Go,51,255688,False,0.599,0.349
00DuOxungwHwVUX2m37P0P,Chord Overstreet,What You Need,53,181786,False,0.519,0.264
2lFlveK1y13WWp3vnQtrr3,Five For Fighting,100 Years,66,244600,False,0.643,0.569
2WD93lsfJonaKtrQtpLB2R,Andrew Belle,You're the Sea,56,174546,False,0.573,0.624
7njTGO45SkaBTNu35t2Yq0,Rachael Yamagata,No Direction,47,234330,False,0.654,0.821
6ivkBaxvclVhwZDE2uwldj,Cary Brothers,Belong,51,255600,False,0.426,0.399
6Cvti10W0AzmzG9D1tpuKp,The Mayries,As It Was,55,176542,False,0.505,0.21
03yc0G2OoH1Eeyu7Piy8fK,Jason Mraz,I'm Yours,60,243494,False,0.693,0.43
5RO0MNa5hBKIM4OcjygadU,Joseph Sullinger,Chi Mai,40,188695,False,0.739,0.287
78TKtlSLWK8pZAKKW3MyQL,A Great Big World;Christina Aguilera,Say Something,58,229400,False,0.453,0.146
1esE8j1nVyzEQ5rVhYXoJT,Parachute,Had It All,55,216853,False,0.606,0.54
68Yc9ylRZZPtsuVgtrxcDj,Zack Tabudlo;Yonnyboii,Take Me Back ft. Yonnyboii,50,149000,False,0.595,0.646
3tjjCCdXSdaVEo4q4y071G,Tobey Rosen,Whole Again - Acoustic Version,52,157231,False,0.736,0.145
3tob5ofeuvFKKSbOTldenC,The Mayries,Overpass Graffiti,54,226603,False,0.479,0.126
4E6cwWJWZw2zWf7VFbH7wf,Sara Bareilles,Love Song,73,258826,False,0.583,0.786
3uAdZpIbMTtVXitHVibLMV,Andrew Foy;Renee Foy,Let Her Go,38,194013,False,0.549,0.291
2LC523tbEPFpc1pnikbt5b,Aqualung,Brighter Than Sunshine,53,242439,False,0.418,0.489
3ISLwA96mtx13Wx7K1PPPk,Tyler Ward;Karis;Ray Lorraine,Love Story,55,232500,False,0.498,0.12
7Ca2CkwSqHyr3eCh8IRdjz,Agustín Amigó;Nylonwings,Mujer con Abanico,41,156787,False,0.769,0.135
6ql0ffq6Jvyh9OKqrJCMaP,Amy Stroup,In the Shadows,46,263823,False,0.434,0.469
1EyvonxK8OGHRV4WDRdArc,Boyce Avenue;Connie Talbot,Can You Feel the Love Tonight,63,250916,False,0.452,0.198
0EKBV6GybPtALXUgWqWrym,Brandi Carlile,The Story,66,238493,False,0.544,0.5
41A82PidFKhGX5hm1WoaDs,JJ Heller,Better,54,215906,False,0.662,0.187
5oV8bZaShr2d01FFMHBUPq,Kina Grannis,Iris,62,181136,False,0.497,0.13
5nMRpGfqQ0tb1TMbqBVK2J,The Mayries,Rockabye - Acoustic Version,57,157466,False,0.528,0.291
04qDUASuSfVp6fktfsxVej,Caleb Santos;Viva Music Publishing Inc.,I Need You More Today,68,233728,False,0.461,0.522
3g61xRaqII8q1wlQDzv550,Boyce Avenue,Beautiful Soul,62,216612,False,0.483,0.506
3dglCYsVMjPbDlU2CC9Vq7,Jason Mraz,Let's See What The Night Can Do,53,245186,False,0.392,0.423
2f4jlGvGi3ZDGogXys5FUp,Rachael Yamagata,"La La La (Something In the Rain, Pt. 2) [Music from the Original TV Series]",44,219613,False,0.42,0.2
3NCg46FWgnANZc9HQHQOQR,Parachute,Forever And Always,57,248960,False,0.657,0.716
0muntSMuAZzcwYBBMZj6sf,Priscilla Ahn,Fine On The Outside,52,252466,False,0.495,0.185
4bXoVtbp6fN8FaSQvGQB41,Chord Overstreet,Tortured Soul,53,246613,False,0.55,0.499
3FRARAKLpHw3er9ZaTwaHO,JJ Heller,I Believe in You,53,198786,False,0.534,0.359
2Dzhwe90lhHXVU6lk7Nx0H,Jon Bryant,At Home,55,226640,False,0.378,0.52
12niARgkwxGsklcEwh6GlG,Donovan Woods,"Portland, Maine",66,203869,False,0.606,0.349
0v0pc1lIt5p6EBX7pnfOGF,Ross Copperman,Holding On and Letting Go,49,317441,False,0.486,0.555
5wQci5VCUjdbKnRD61XYwu,Joshua Hyslop,The Flood,60,261640,False,0.577,0.446
0HQnJee8ShSDu2AYwibxst,Angelina Cruz,Hanggang Kailan (Umuwi Ka Na Baby),38,211933,False,0.59,0.407
4VoJCUgNmnqG2qF0peDBkw,Stephen Speaks,Out of My League,67,218800,False,0.538,0.315
7xLhousIHDxoGgeJNhO4Ye,A Great Big World,Say Something,57,233266,False,0.447,0.158
1bhpBRCLsVg3p7BWARbaDS,Eddie Vedder,Rise,60,156453,False,0.401,0.58
6NSlOEEtWlqvEFrjQsry77,The Weepies;Deb Talan;Steve Tannen,World Spins Madly On,64,165133,False,0.502,0.311
1HqVCK9h4LiJ61aRrrKTAt,Freddie King,Stumble,0,216626,False,0.678,0.612
0wP19iM8ULJyV0r0LFDsDv,Taj Mahal,Paradise,0,251426,False,0.65,0.406
27Fq4XyOkogdGLcfsVdjFb,Keb' Mo';Gerald Albright,"Moonlight, Mistletoe & You",0,209293,False,0.649,0.399
45jGOHwYKgsRYbAJ8DR61d,Motohiro Hata,ひまわりの約束,61,308146,False,0.523,0.445
4iObEYRE4FLm0D90gmZFef,Thomas Daniel,Since U Been Gone - Acoustic Version,50,221170,False,0.538,0.162
3akr0ZrJxLMBLIFeNNKffW,Masayoshi Yamazaki,"One more time,One more chance",47,330786,False,0.519,0.429
7BRwh1bemr9rFMDeTbcy5S,Kina Grannis,Creep,58,234135,False,0.585,0.103
3rzRo91l4htQvMXhsiECAX,Todd Carey;Ariza;Chuck Leavell,Higher Love,30,173250,False,0.578,0.763
0v1vufjir4OE4iRckLMoLd,YUZU,Hyouriittai,52,336619,False,0.223,0.891
4vAnqYqm1DOo5IDVcxORX3,Canyon City,How Long Will I Love You,55,144830,False,0.382,0.157
2X5AFygz5SDYlXagyPw8kX,Zack Tabudlo,Binibini,67,221538,False,0.642,0.374
13GvSZgg9LOs3M9uGbWsPE,Aron Wright,You Were Supposed to Be Different,45,192972,False,0.436,0.239
4cR4nao0hqqBtklQmGVqbe,Boyce Avenue,Thinking out Loud,56,278640,False,0.702,0.326
4x7AdVDV9IFWp8pg4LMz90,Jonah Baker,Perfect / Style,37,212864,False,0.593,0.292
5eNYumDY5PCXtKKJ0SWg2r,The Civil Wars,Poison & Wine,54,219466,False,0.285,0.186
6dwkFmLUz6hx2CZG2EqLol,Howie Day,Collide,66,249120,False,0.636,0.625
7aohwSiTDju51QmC54AUba,Ingrid Michaelson,You And I,63,148400,False,0.698,0.285
7g3ryXLtXExZ0OFCj17Ae1,Zack Tabudlo;Billkin,Give Me Your Forever (ft. Billkin),58,244800,False,0.601,0.439
5MrgVJzR1du1gz8XWe4m28,Landon Pigg,Falling in Love at a Coffee Shop,55,270840,False,0.332,0.298
5auMzVHFr5Zfw6IbKarZ56,Anna Nalick,Breathe (2 AM),65,279826,False,0.386,0.452
63bmIgH9sS6sX5Sc7MetGq,Zack Tabudlo,Habang Buhay,69,244067,False,0.62,0.668
3ZjSJv88euP3CdvTg07dZL,Jonah Baker,Beautiful Soul,44,214738,False,0.394,0.281
14BMBNRzv24eG6OKoIgPfP,Ben Woodward,Bulletproof,39,207677,False,0.59,0.552
5pEmeoMUW38w1oU3kPelvR,Andrew Belle,Spectrum,54,265506,False,0.539,0.717
2h3VsZVKQeT0yLNQtCIRjn,Jonah Baker,Girls Like You - Acoustic Version,44,188494,False,0.543,0.138
1dcNEEtODRVZEevQ20Cgmy,Zack Tabudlo,Nangangamba,70,210354,False,0.62,0.547
6huS9u0BDfeQHq0lObNLPl,Us The Duo,Better Together,64,200706,False,0.761,0.311
14NiShC5b46yQxBN1mu9VJ,Andrew Foy;Renee Foy,Heartbreak Anniversary,40,199256,False,0.674,0.122
3DyhwZyBFedvnt68fMi6vf,Tyler Ward;Karis;Ray Lorraine,One More Time Around,47,205666,False,0.429,0.358
6kRZfOZSuoi0Htg6gROKDz,A Great Big World,Say Something,40,229573,False,0.456,0.101
5e9DrLUUZraUE7mmniufjn,Zack Tabudlo,Heart Can’t Lose,55,240952,False,0.647,0.567
2z3HKlpENvfz1Am2MNF2pL,Donovan Woods;Tenille Townes,I Ain't Ever Loved No One - Acoustic,57,199594,False,0.322,0.213
33JX2be3eKVhl5xk8YQhVc,Ray LaMontagne,Empty,48,317280,False,0.482,0.381
29Ns3avs48iQhNQgrHMEkm,Megan Davies,"See You Again, Love Me Like You Do, Sugar - Acoustic Mashup",54,231965,False,0.393,0.207
2XDxQ3VzovLzh60zgOaNEi,Tim Halperin,The Reason,53,200800,False,0.423,0.207
0J4sK2VO75cRSVoj0FokQn,Canyon City,Fix You,60,261665,False,0.522,0.152
7bpR5j22mNID1pXwgRcZP1,JJ Heller,Hand to Hold,54,231605,False,0.547,0.313
1U1GtaJeYwGsPgqV9Me5bb,Ray LaMontagne,Hold You in My Arms,62,306200,False,0.504,0.321
34p2uL1CvmaHn3uLfOKt8d,Us The Duo,One Last Dance,51,224847,False,0.466,0.161
2EKxmYmUdAVXlaHCnnW13o,Boyce Avenue;Megan Nicole,Heaven,61,250063,False,0.619,0.28
1jkBuvWI9IGEz9thXiKOlP,Joshua Hyslop,The Spark - Bonus Track,51,201933,False,0.596,0.429
7K36drJq6lInkW6Kkojucp,Drew Holcomb & The Neighbors,American Beauty,63,158013,False,0.645,0.169
4PuUa8e5s7P3Zv1IdCGIsa,Ray LaMontagne,Such A Simple Thing,65,296386,False,0.522,0.256
72SPsHheqN6J3sI520jT9E,Amos Lee,Colors,64,160453,False,0.681,0.168
52J3WARiRHMtXbFXUWrVgu,Boyce Avenue,Someone You Loved,57,182442,False,0.736,0.364
03VNgdCL9t8aPyvwZecglI,Jason Mraz;Meghan Trainor,More Than Friends (feat. Meghan Trainor),54,181360,False,0.451,0.528
3M6NL7PxIDZ3ArfPrBUTUP,Days N Daze,Flurry Rush,37,169318,True,0.371,0.674
7jJH8F3PHlNvxfqEAAfFDl,Sara Bareilles,I Choose You,63,218573,False,0.731,0.572
6JNEDSev5Tp5VQR04SEBfV,Mindy Gledhill,I Do Adore,53,149160,False,0.69,0.334
1gRa1tyGV1GY60QgU5DkQH,Dave Barnes,I'll Be Home For Christmas,0,183293,False,0.594,0.307
5DUAKXpyv3nL50PnAQbPS0,Get Dead,Fuck You,36,169266,True,0.608,0.917
6OCsvPU6P84wJ0erggCRv4,Albert King,Christmas Comes But Once A Year,0,272640,False,0.687,0.494
